Ensembl	Name	AltNames	Biotype	GeneLength	SumExonLength	Chr
FBgn0086384	Mer	Mer-RA	protein_coding	3804	3400	X
FBgn0086408	stl	stl-RA	protein_coding	8134	4559	2R
FBgn0086441	hkl	hkl-RB	protein_coding	3273	2963	2L
FBgn0086442	mib2	mib2-RA	protein_coding	7098	4362	2L
FBgn0086443	Aats-asn	Aats-asn-RA	protein_coding	2486	2375	2L
FBgn0086444	l(2)37Cb	l(2)37Cb-RA	protein_coding	2979	2791	2L
FBgn0086445	l(2)37Cd	l(2)37Cd-RA	protein_coding	2067	1821	2L
FBgn0086446	l(2)37Ce	l(2)37Ce-RA	protein_coding	775	708	2L
FBgn0086447	l(2)37Cg	l(2)37Cg-RA	protein_coding	2211	756	2L
FBgn0086448	Gpi1	Gpi1-RA	protein_coding	2133	1704	X
FBgn0086450	su(r)	su(r)-RB	protein_coding	5013	3399	X
FBgn0086451	l(2)k09022	l(2)k09022-RA	protein_coding	6708	6472	2L
FBgn0086472	RpS25	RpS25-RB	protein_coding	1260	857	3R
FBgn0086475	sec3	sec3-RA	protein_coding	3431	3109	3L
FBgn0086476	exo84		protein_coding	2507	2226	3R
FBgn0086519	Cpr47Eg	Cpr47Eg-RA	protein_coding	489	421	2R
FBgn0086532	Spt-I	Spt-I-RC	protein_coding	2247	1830	2R
FBgn0086533	snoRNA:Me18S-C419		snoRNA	70	70	3L
FBgn0086558	Ubi-p5E	Ubi-p5E-RA	protein_coding	2772	2390	X
FBgn0086600	snoRNA:Psi18S-1347c	snoRNA:Psi18S-1347c-RA	snoRNA	146	146	2R
FBgn0086601	snoRNA:Psi28S-3327c	snoRNA:Psi28S-3327c-RA	snoRNA	140	140	3L
FBgn0086602	snoRNA:Psi28S-3436b	snoRNA:Psi28S-3436b-RA	snoRNA	143	143	X
FBgn0086603	snoRNA:Or-CD2	snoRNA:Or-CD2-RA	snoRNA	140	140	2R
FBgn0086604	CG12484	CG12484-RB	protein_coding	54614	5508	2R
FBgn0086605	CG9853	CG9853-RB	protein_coding	3647	1995	3R
FBgn0086606	mir-281a	mir-281a-RA	miRNA	23	23	2R
FBgn0086607	mir-281b	mir-281b-RA	miRNA	23	23	2R
FBgn0086608	CG34112	CG34112-RA	protein_coding	2549	1233	3R
FBgn0086609	HDC02577		protein_coding	966	915	2L
FBgn0086610	CG33342	HDC15381-RB,HDC15381	protein_coding	841	660	3R
FBgn0086611	Lcp65Ag3	Lcp65Ag3-RA	protein_coding	604	543	3L
FBgn0086613	Ino80	Ino80-RA	protein_coding	34159	5243	3R
FBgn0086655	jing	jing-RH	protein_coding	119787	9322	2R
FBgn0086656	shrb	shrb-RA	protein_coding	1769	1267	2R
FBgn0086657	ik2	ik2-RA	protein_coding	2935	2551	2L
FBgn0086658	snoRNA:Psi28S-1180	snoRNA:Psi28S-1180-RA	snoRNA	145	145	2R
FBgn0086659	snoRNA:Psi18S-176	snoRNA:Psi18S-176-RA	snoRNA	154	154	2R
FBgn0086660	snoRNA:Psi28S-1837a	snoRNA:Psi28S-1837a-RA	snoRNA	137	137	3L
FBgn0086661	snoRNA:Psi28S-2566	snoRNA:Psi28S-2566-RA	snoRNA	268	268	3L
FBgn0086662	snoRNA:Psi28S-3186	snoRNA:Psi28S-3186-RA	snoRNA	143	143	3R
FBgn0086663	snoRNA:Psi18S-1275	snoRNA:Psi18S-1275-RA	snoRNA	140	140	3R
FBgn0086664	snoRNA:Psi28S-2149	snoRNA:Psi28S-2149-RA	snoRNA	144	144	3R
FBgn0086665	snoRNA:Psi18S-1377a	snoRNA:Psi18S-1377a-RA	snoRNA	139	139	3R
FBgn0086666	snoRNA:Psi28S-2179	snoRNA:Psi28S-2179-RA	snoRNA	145	145	X
FBgn0086667	snoRNA:Psi28S-3342	snoRNA:Psi28S-3342-RA	snoRNA	164	164	X
FBgn0086668	snoRNA:Psi28S-3436a	snoRNA:Psi28S-3436a-RA	snoRNA	141	141	X
FBgn0086669	snoRNA:Psi18S-841a	snoRNA:Psi18S-841a-RA	snoRNA	144	144	2R
FBgn0086670	snoRNA:Psi28S-2622	snoRNA:Psi28S-2622-RA	snoRNA	140	140	3L
FBgn0086671	snoRNA:Psi28S-2876	snoRNA:Psi28S-2876-RA	snoRNA	140	140	X
FBgn0086672	snoRNA:Or-aca5	snoRNA:Or-aca5-RA	snoRNA	148	148	2R
FBgn0086673	CG13272	CG13272-RA	protein_coding	11186	3715	2L
FBgn0086674	Tango13	Tango13-RC	protein_coding	29402	6230	X
FBgn0086675	fne	fne-RB	protein_coding	32941	9516	X
FBgn0086676	spin	spin-RA	protein_coding	13258	3656	2R
FBgn0086677	jeb	jeb-RA	protein_coding	34147	10378	2R
FBgn0086679	p	p-RA	protein_coding	2997	2837	3R
FBgn0086680	vvl	vvl-RA	protein_coding	4784	4784	3L
FBgn0086681	Mst36Fa	Mst36Fa-RB	protein_coding	1816	1643	2L
FBgn0086682	Mst36Fb		protein_coding	4211	3044	2L
FBgn0086683	Spf45	Spf45-RB	protein_coding	1513	1444	2L
FBgn0086685	sec8	sec8-RA	protein_coding	4046	3343	3R
FBgn0086686	l(3)L1231	l(3)L1231-RA	protein_coding	13045	6264	3R
FBgn0086687	Desat1	desat1-RD	protein_coding	8017	2488	3R
FBgn0086689	Hph	Hph-RC	protein_coding	11435	3292	3R
FBgn0086690	cp309	cp309-RC	protein_coding	28644	10794	3L
FBgn0086691	UK114	UK114-RA	protein_coding	911	610	2L
FBgn0086693	iav	iav-RA	protein_coding	4179	3512	X
FBgn0086694	Bre1	Bre1-RA	protein_coding	4362	3993	3L
FBgn0086695	hd	hd-RA	protein_coding	2043	1927	3R
FBgn0086697	Cenp-C	Cenp-C-RA	protein_coding	5123	4661	3R
FBgn0086698	frtz	frtz-RA	protein_coding	4550	3601	2L
FBgn0086699	l(3)S147910	l(3)S147910-RA	protein_coding	645	645	3L
FBgn0086704	stops	su(rdgB)69,stops-RB	protein_coding	10951	2297	3R
FBgn0086705	mmy		protein_coding	5382	2208	2L
FBgn0086706	pix	pix-RB	protein_coding	2710	2293	3L
FBgn0086707	ncm	ncm-RA	protein_coding	4451	4231	2L
FBgn0086708	stv	stv-RD	protein_coding	5975	3670	3L
FBgn0086710	RpL30	RpL30-RC	protein_coding	1276	804	2L
FBgn0086711	mol	mol-RD	protein_coding	21813	3012	2L
FBgn0086712	Egm	Egm-RA	protein_coding	2155	2033	2R
FBgn0086736	GckIII	GckIII-RA	protein_coding	2455	2455	3R
FBgn0086757	cbs	cbs-RA	protein_coding	2808	2257	2R
FBgn0086758	chinmo	chinmo-RC	protein_coding	53425	12618	2L
FBgn0086768	Pcmt	Pcmt-RA	protein_coding	1494	998	3R
FBgn0086778	nAChRalpha7	gfA,gfA-RA	protein_coding	21373	5778	X
FBgn0086779	step	step-RC	protein_coding	17426	4776	2L
FBgn0086780	AGO3		protein_coding	94827	2412	3L
FBgn0086782	amn	amn-RA	protein_coding	3953	3953	X
FBgn0086783	Mhc	Mhc-RO	protein_coding	22030	8729	2L
FBgn0086784	stmA	stmA-RA	protein_coding	4803	3293	2R
FBgn0086785	Vps36	Vps36-RA	protein_coding	1467	1346	3L
FBgn0086855	CG17078	CG17078-RB	protein_coding	3495	3132	2L
FBgn0086856	CG11555	CG11555-RA	protein_coding	931	931	2L
FBgn0086895	pea	pea-RA	protein_coding	3954	3898	2R
FBgn0086896	d	d-RC	protein_coding	6188	4410	2L
FBgn0086897	sqd	sqd-RA	protein_coding	10813	3947	3R
FBgn0086898	dgo	dgo-RA	protein_coding	3848	3539	2R
FBgn0086899	tlk	tlk-RI	protein_coding	69764	11568	X
FBgn0086900	Cpr65Ax1	Cpr65Ax1-RA	protein_coding	457	389	3L
FBgn0086901	cv-c	cv-c-RA	protein_coding	90031	9760	3R
FBgn0086902	kis	kis-RC	protein_coding	40089	19048	2L
FBgn0086903	Csk		protein_coding	17419	4970	3R
FBgn0086904	Nacalpha	Nacalpha-RA	protein_coding	1307	1097	2R
FBgn0086905	crb		protein_coding	19028	7345	3R
FBgn0086906	sls	sls-RC	protein_coding	75931	58996	3L
FBgn0086907	Cyt-c-d	Cyt-c-d-RA	protein_coding	3745	837	2L
FBgn0086908	egg	egg-RA	protein_coding	4368	3937	2R
FBgn0086909	CG31751	CG31751-RB	protein_coding	6495	2094	2L
FBgn0086910	l(3)neo38	l(3)neo38-RB	protein_coding	14127	6939	3R
FBgn0086911	rg	rg-RB	protein_coding	165318	11807	X
FBgn0086912	mbm	mbm-RA	protein_coding	1804	1756	2L
FBgn0086913	Rab26	Rab26-RC	protein_coding	16254	4353	3L
FBgn0086915	Mst77F	Mst77F-RA	protein_coding	1127	1065	3L
FBgn0086916	snky	snky-RA	protein_coding	2304	2232	3L
FBgn0086917	spok	spok-RB	protein_coding	31677	1767	3R
FBgn0087002	Rfabg	Rfabg-RA	protein_coding	16305	11766	4
FBgn0087005	rtp	retinophilin,retinophilin-RA	protein_coding	1224	960	3R
FBgn0087007	bbg	bbg-RJ	protein_coding	123449	10028	3L
FBgn0087008	e(y)3	e(y)3-RA	protein_coding	11822	9155	X
FBgn0087011	CG41520	CG41520-RD	protein_coding	129877	3074	2R
FBgn0087012	5-HT2A	5-HT2-RE,5-HT2	protein_coding	20435	5410	3R
FBgn0087013	Karybeta3	Karybeta3-RA	protein_coding	5449	4364	3R
FBgn0087021	Spc25	Spc25-RA	protein_coding	1505	968	3R
FBgn0087035	AGO2	AGO2-RB	protein_coding	6930	4144	3L
FBgn0087039	Sbp2	Sbp2-RA	protein_coding	1169	1055	3L
FBgn0087040	alphaTub67C	alphaTub67C-RA	protein_coding	2103	1617	3L
FBgn0087041	CG42231	CG42231-RA	protein_coding	10199	1507	2L
FBgn0243486	rdo	rdo-RA	protein_coding	57867	3848	2L
FBgn0243505	sdt	sdt-RG	protein_coding	60906	9697	X
FBgn0243511	psidin	psidin-RA	protein_coding	4779	3509	3R
FBgn0243512	puc	puc-RA	protein_coding	16963	3171	3R
FBgn0243513	cnir	cnir-RA	protein_coding	987	871	2L
FBgn0243514	eater	eater-RB	protein_coding	3813	3301	3R
FBgn0243516	Vrp1	Vrp1-RI	protein_coding	16456	5242	2R
FBgn0243517	CG4567	CG4567-RA	protein_coding	2808	2598	2L
FBgn0243586	Tb	Tb-RA	protein_coding	1092	1031	3R
FBgn0250731	5.8SrRNA:CR40454	5.8SrRNA:CR40454-RA	rRNA	123	123	X
FBgn0250732	gfzf	gfzf-RD	protein_coding	5089	3958	3R
FBgn0250746	Prosbeta7	Prosbeta4,Prosbeta7-RA	protein_coding	1353	1215	3R
FBgn0250747	l(2)gd1	l(2)gd1-RA	protein_coding	3901	2981	2L
FBgn0250753	kra	exba-RC,exba	protein_coding	5773	2866	3R
FBgn0250754	CG42232	CG42232-RB	protein_coding	11384	10901	3R
FBgn0250755	CG42233	CG42233-RB	protein_coding	5645	3032	3R
FBgn0250756	CG42234	CG42234-RC	protein_coding	12142	2334	3L
FBgn0250757	CG42235	CG42235-RB	protein_coding	14025	8363	3R
FBgn0250785	vari	vari-RD	protein_coding	8381	2867	2L
FBgn0250786	Chd1	Chd1-RA	protein_coding	8162	6565	2L
FBgn0250788	beta-Spec	beta-Spec-RA	protein_coding	12000	7896	X
FBgn0250789	alpha-Spec	alpha-Spec-RA	protein_coding	16844	8347	3L
FBgn0250791	alphaSnap	Snap-RA,Snap	protein_coding	2946	2070	3L
FBgn0250792	Gyc76C		protein_coding	74038	6516	3L
FBgn0250814	CG4169	CG4169-RA	protein_coding	1988	1686	3L
FBgn0250815	Jon65Aiv	Jon65Aiv-RA	protein_coding	981	904	3L
FBgn0250816	AGO3	AGO3-RE	protein_coding	135048	3182	3L
FBgn0250817	CR40465	CR40465-RA	lincRNA	634	634	2L
FBgn0250818	CG34360	CG34360-RD	protein_coding	114196	9244	3R
FBgn0250819	CG33521	CG33521-RB	protein_coding	7218	3111	4
FBgn0250820	meigo	CG5802-RA,CG5802	protein_coding	2096	1868	3R
FBgn0250821	CG14644	CG14644-RA	protein_coding	1150	1095	3R
FBgn0250822	CG34222	CG34222-RA	protein_coding	657	584	2R
FBgn0250823	gish	gish-RC	protein_coding	32317	7030	3R
FBgn0250824	CG33655	CG33655-RB	protein_coding	2225	2168	2R
FBgn0250825	CG34241	CG34241-RA	protein_coding	483	427	3L
FBgn0250826	CG34160	CG34160-RA	protein_coding	572	497	2L
FBgn0250827	whip	CG34218,whip-RA	protein_coding	860	860	2R
FBgn0250828	CR41437		ncRNA	947	342	2LHet
FBgn0250829	PQBP-1	PQBP-1-RB	protein_coding	98423	3634	3R
FBgn0250830	CG12547	CG12547-RA	protein_coding	3111	2877	2R
FBgn0250831	BG642167	BG642167-RA	protein_coding	517	384	3R
FBgn0250832	Dup99B	Dup99B-RA	protein_coding	310	310	3R
FBgn0250833	CG34461	CG34461-RA	protein_coding	2449	1873	3L
FBgn0250834	CG33308	HDC02577,HDC02577-RA	protein_coding	960	909	2L
FBgn0250835	CG15394	CG15394-RB	protein_coding	905	785	2L
FBgn0250836	CG8628	CG8628-RB	protein_coding	632	436	3L
FBgn0250837	dUTPase	dUTPase-RA	protein_coding	824	824	2L
FBgn0250838	CG30415	CG30415-RB	protein_coding	1000	929	2R
FBgn0250839	CG2016	CG2016-RB	protein_coding	4353	1452	3R
FBgn0250840	CG12907	CG12907-RA	protein_coding	1014	1014	2R
FBgn0250841	CG17242	CG17242-RA	protein_coding	1035	1035	2L
FBgn0250842	CG17575	CG17575-RA	protein_coding	1053	957	2R
FBgn0250843	Prosalpha6	Pros35-RA,Pros35	protein_coding	1196	1070	2L
FBgn0250844	CG4218	CG4218-RA	protein_coding	1612	1333	2L
FBgn0250845	CG1288	CG1288-RA	protein_coding	1780	1725	3R
FBgn0250846	glob2	glob2-RB	protein_coding	2918	2524	3R
FBgn0250847	CG14034	CG14034-RB	protein_coding	1354	1139	2L
FBgn0250848	26-29-p	26-29-p-RA	protein_coding	2341	1872	3L
FBgn0250849	CG32388	CG32388-RA	protein_coding	1114	990	3L
FBgn0250850	rig	rig-RB	protein_coding	6806	4123	2R
FBgn0250851	CG33981	CG33981-RA	protein_coding	7967	7194	2R
FBgn0250861	RanBPM	RanBPM-RC,CG42236	protein_coding	6872	4374	2R
FBgn0250862	CG42237	CG42237-RA	protein_coding	7936	1512	X
FBgn0250867	CG42238	CG42238-RB	protein_coding	86645	3921	2L
FBgn0250868	CG42239	CG42239-RA	protein_coding	502	433	2R
FBgn0250869	CG42240	CG42240-RA	protein_coding	2187	2187	X
FBgn0250870	CG42241	CG42241-RA	protein_coding	1437	1437	2R
FBgn0250871	pot	pot-RB	protein_coding	9852	4354	X
FBgn0250874	ttm50	ttm50-RA	protein_coding	2114	1868	X
FBgn0250876	Sema-5c	Sema-5c-RB	protein_coding	14320	4385	3L
FBgn0250903	lmgA	lmg,lmg-RB	protein_coding	3620	3620	2L
FBgn0250904	CG34434	CG34434-RB	protein_coding	1817	1691	X
FBgn0250906	Pgk	Pgk-RA	protein_coding	6189	2112	2L
FBgn0250907	Cht3	Cht3-RA	protein_coding	26342	7373	2L
FBgn0250908	beat-VII	beat-VII-RD	protein_coding	36685	6138	3R
FBgn0250910	Octbeta3R	Octbeta3R-RG	protein_coding	36660	6101	3R
FBgn0250911	CG42245	CG42245-RA	protein_coding	10270	5111	3L
FBgn0259098	CG42246	CG42246-RA	protein_coding	640	578	X
FBgn0259099	DCX-EMAP	CG42247-RC,CG42247	protein_coding	39103	4831	3L
FBgn0259100	CG42248	CG42248-RF	protein_coding	76248	7466	X
FBgn0259101	CG42249	CG42249-RB	protein_coding	11876	2648	X
FBgn0259107	epsin-like		protein_coding	7724	5942	3R
FBgn0259108	futsch	futsch-RD	protein_coding	44618	23308	X
FBgn0259109	CG42251	CG42251-RC	protein_coding	12255	4599	X
FBgn0259110	mmd	mmd-RD	protein_coding	26224	7792	X
FBgn0259111	Ndae1	Ndae1-RB	protein_coding	26016	7054	2L
FBgn0259112	CR42254	CG42254,CG42254-RB	lincRNA	1697	1372	2R
FBgn0259113	DNApol-alpha180	DNApol-alpha180-RA	protein_coding	5189	4624	3R
FBgn0259139	glo	glo-RA	protein_coding	4134	2258	3R
FBgn0259140	CG42255	CG42255-RA	protein_coding	12805	11198	3L
FBgn0259141	CG42256	CG42256-RE	protein_coding	27490	9572	3L
FBgn0259142	Snp	CG42257-RH,CG42257	protein_coding	8805	3415	2R
FBgn0259143	CG42258	CG42258-RC	protein_coding	14904	4159	X
FBgn0259144	CG42259	CG42259-RA	protein_coding	786	711	X
FBgn0259145	CG42260	CG42260-RC	protein_coding	57291	8101	2R
FBgn0259146	CG42261	CG42261-RA	protein_coding	12657	5847	3R
FBgn0259147	CG42262	CG42262-RA	protein_coding	3379	560	X
FBgn0259148	CG42263	CG42263-RB	protein_coding	1253	1089	3L
FBgn0259149	CG42264	CG42264-RA	protein_coding	3625	2087	X
FBgn0259150	CG42265	CG42265-RB	protein_coding	12295	8159	X
FBgn0259151	CG42266	CG42266-RA	protein_coding	2380	1949	2L
FBgn0259152	Clbn	Clbn-RB	protein_coding	3654	3386	3R
FBgn0259161	rad		protein_coding	21088	2057	X
FBgn0259162	RunxB	RunxB-RB,CG42267	protein_coding	28601	3355	X
FBgn0259163	CG42268	CG42268-RH	protein_coding	26384	7218	3L
FBgn0259164	CG42269	CG42269-RE	protein_coding	5250	2362	3L
FBgn0259165	CG42270		protein_coding	40910	6011	X
FBgn0259166	CG42271	CG42271-RC	protein_coding	6007	4862	X
FBgn0259167	CG42272	CG42272-RC	protein_coding	2717	2418	3L
FBgn0259168	mnb	mnb-RE	protein_coding	24526	6945	X
FBgn0259169	RhoGAP18B		protein_coding	29104	6986	X
FBgn0259170	alpha-Man-I	alpha-Man-I-RL	protein_coding	59167	6827	X
FBgn0259171	Pde9	Pde9-RB	protein_coding	111765	12700	X
FBgn0259172	rn	rn-RD	protein_coding	35660	4920	3R
FBgn0259173	corn	corn-RB	protein_coding	14083	5591	3L
FBgn0259174	Nedd4	Nedd4-RG	protein_coding	16580	5259	3L
FBgn0259175	ome	ome-RG	protein_coding	75030	5044	3L
FBgn0259176	bun	bun-RE	protein_coding	91072	12590	2L
FBgn0259177	nimA		protein_coding	5087	2117	2L
FBgn0259178	5PtaseI	5PtaseI-RB	protein_coding	4725	3313	3R
FBgn0259179	CG42284	CG42284-RC	protein_coding	7474	2332	2R
FBgn0259181	CG42285	CG42285-RA	protein_coding	2303	1107	3R
FBgn0259182	CG42286	CG42286-RA	protein_coding	1682	1374	3R
FBgn0259183	CG42287	CG42287-RA	protein_coding	648	526	2R
FBgn0259184	CG42288	CG42288-RA	protein_coding	784	648	2R
FBgn0259185	Ir60b	CG42289,Ir60b-RA	protein_coding	1774	1774	2R
FBgn0259186	Ir60c	CG42290,Ir60c-RB	pseudogene	1329	1329	2R
FBgn0259187	Ir60d	CG42291,Ir60d-RB	protein_coding	1725	1725	2R
FBgn0259188	Ir7f	Ir7f-RA,CG42292	protein_coding	2088	1983	X
FBgn0259189	Ir7e	Ir7e-RA,CG42293	protein_coding	1880	1827	X
FBgn0259190	Ir7d	Ir7d-RA,CG42294	protein_coding	1874	1785	X
FBgn0259192	CG42296	CG42296-RA	protein_coding	3523	3206	2L
FBgn0259193	Ir94d	CG42297,Ir94d-RA	protein_coding	2332	1782	3R
FBgn0259194	Ir94e	Ir94e-RA,CG42298	protein_coding	1894	1836	3R
FBgn0259195	CG42299	CG42299-RA	protein_coding	737	679	X
FBgn0259196	CG42300	CG42300-RA	protein_coding	793	726	X
FBgn0259198	CG42302	CG42302-RA	protein_coding	759	759	X
FBgn0259199	Snup	CG42303-RA,CG42303	protein_coding	3368	3245	3L
FBgn0259200	CG42304	CG42304-RA	protein_coding	3368	3245	3L
FBgn0259201	CG42305	CG42305-RA	protein_coding	1294	1140	2L
FBgn0259202	CG42306	CG42306-RA	protein_coding	3131	2507	2R
FBgn0259203	CG42307	CG42307-RA	protein_coding	4340	4073	3L
FBgn0259204	CG42308	CG42308-RA	protein_coding	781	692	X
FBgn0259209	Mlp60A	Mlp60A-RE	protein_coding	3622	2839	2R
FBgn0259210	prom	prom-RC	protein_coding	12978	4379	2R
FBgn0259211	grh	grh-RJ	protein_coding	41689	9185	2R
FBgn0259212	cno	cno-RD	protein_coding	44977	10744	3R
FBgn0259213	CG42313	CG42313-RA	protein_coding	64812	5298	2L
FBgn0259214	PMCA	PMCA-RN,CG42314	protein_coding	30725	7665	4
FBgn0259215	Ir93a	Ir93a-RA,CG42315	protein_coding	8237	2742	3R
FBgn0259216	RhoGAP102A	RhoGAP102A-RE	protein_coding	10578	5512	4
FBgn0259217	Csk	Csk-RK	protein_coding	17427	5983	3R
FBgn0259218	CG42318		protein_coding	60552	5674	3L
FBgn0259219	CG42319	CG42319-RD	protein_coding	6236	3541	2R
FBgn0259220	Doa	Doa-RP	protein_coding	34696	13645	3R
FBgn0259221	CG42321	CG42321-RP	protein_coding	24074	9093	2R
FBgn0259222	CG42322	CG42322-RF	protein_coding	16532	4229	3R
FBgn0259223	CG42323	CG42323-RC	protein_coding	4589	1333	X
FBgn0259224	CG42324	CG42324-RD	protein_coding	38449	5974	3L
FBgn0259225	Pde1c	Pde1c-RE	protein_coding	113641	7085	2L
FBgn0259226	CG42326	CG42326-RC	protein_coding	11412	5611	2R
FBgn0259227	CG42327	CG42327-RE	protein_coding	17826	5541	3R
FBgn0259228	C3G	C3G-RD	protein_coding	22804	8829	X
FBgn0259229	CG42329	CG42329-RA	protein_coding	10510	2477	2L
FBgn0259230	lectin-22C	lectin-22C-RB	protein_coding	857	857	2L
FBgn0259231	CCKLR-17D1	CCKLR-17D1-RA	protein_coding	19079	3192	X
FBgn0259232	CG42330	CG42330-RE	protein_coding	42505	6597	3L
FBgn0259233	CG42331	CG42331-RB	protein_coding	12382	5302	3R
FBgn0259234	Camta	Camta-RD	protein_coding	34031	10086	2R
FBgn0259235	CG42333		protein_coding	50283	4563	3L
FBgn0259236	comm3	comm3-RD	protein_coding	34579	2618	3L
FBgn0259237	CG42335	CG42335-RC	protein_coding	10538	2786	3R
FBgn0259238	CG42336	CG42336-RD	protein_coding	2985	1514	2R
FBgn0259239	CG42337	CG42337-RB	protein_coding	10051	3910	3L
FBgn0259240	Ten-a	Ten-a-RI	protein_coding	206322	15671	X
FBgn0259241	CG42339	CG42339-RB	protein_coding	72180	2722	X
FBgn0259242	CG42340	CG42340-RC	protein_coding	101201	6885	X
FBgn0259243	Pka-R1	Pka-R1-RO	protein_coding	19931	5167	3L
FBgn0259244	CG42342	CG42342-RG	protein_coding	68594	7112	3R
FBgn0259245	CG42343	CG42343-RE	protein_coding	35624	5281	X
FBgn0259246	brp	brp-RE	protein_coding	37801	13350	2R
FBgn0259247	laccase2	CG42345-RA,CG42345	protein_coding	42352	6490	2R
FBgn0259481	Mob2	Mob2-RC	protein_coding	39477	5663	3L
FBgn0259482	Mob3	Mob3-RA	protein_coding	1235	912	2L
FBgn0259483	Mob4	Mob4-RA	protein_coding	1548	1426	2R
FBgn0259676	DNApol-alpha60	DNApol-alpha60-RA	protein_coding	1753	1753	3L
FBgn0259677	CG42346	CG42346-RB	protein_coding	53143	9156	X
FBgn0259678	sqa	CG42347,CG42347-RB	protein_coding	31774	6458	2R
FBgn0259679	CG42348		protein_coding	14560	6947	3L
FBgn0259680	Pkcdelta	Pkcdelta-RC	protein_coding	21427	8063	X
FBgn0259681	tlu		protein_coding	2131	2072	3R
FBgn0259682	Jabba	CG42351,CG42351-RE	protein_coding	4009	2417	2R
FBgn0259683	Ir40a	CG42352,Ir40a-RD	protein_coding	24851	2963	2L
FBgn0259685	crb	crb-RA	protein_coding	19464	8144	3R
FBgn0259697	nvd	nvd-RA	protein_coding	76790	1722	3L
FBgn0259698	Su(var)3-3		protein_coding	1405	1017	3L
FBgn0259699	CG42353	CG42353-RB	protein_coding	11888	6153	X
FBgn0259700	CG42354	CG42354-RB	protein_coding	11888	6350	X
FBgn0259701	CG42355	CG42355-RB	protein_coding	854	742	3L
FBgn0259702	CG42356	CG42356-RA	protein_coding	1322	1270	3L
FBgn0259703	CG42357	CG42357-RA	protein_coding	1405	1350	3L
FBgn0259704	CG42358	CG42358-RA	protein_coding	2202	1498	3R
FBgn0259705	CG42359	CG42359-RA	protein_coding	1042	966	3R
FBgn0259707	CG42361	CG42361-RA	protein_coding	1116	1001	2R
FBgn0259708	CG42362	CG42362-RA	protein_coding	1983	1930	2R
FBgn0259709	CG42363	CG42363-RA	protein_coding	1983	1930	2R
FBgn0259710	CG42364	CG42364-RB	protein_coding	640	640	2R
FBgn0259711	CG42365	CG42365-RA	protein_coding	908	908	2R
FBgn0259712	CG42366	CG42366-RA	protein_coding	5218	2717	2L
FBgn0259713	CG42367	CG42367-RB	protein_coding	552	490	2L
FBgn0259714	CG42368	CG42368-RA	protein_coding	33556	3150	2L
FBgn0259715	CG42369	CG42369-RA	protein_coding	1397	1397	2L
FBgn0259716	CG42370	CG42370-RA	protein_coding	2078	2078	2L
FBgn0259717	CG42371	CG42371-RA	protein_coding	744	691	2L
FBgn0259718	CG42372	CG42372-RB	protein_coding	817	762	2R
FBgn0259719	Tfb5	CG42373,Tfb5-RB	protein_coding	904	846	2L
FBgn0259720	CG42374	CG42374-RA	protein_coding	3073	1635	3L
FBgn0259721	CG42375	CG42375-RA	protein_coding	1172	1117	3R
FBgn0259722	CG42376	CG42376-RC	protein_coding	649	649	X
FBgn0259725	CG42379	CG42379-RA	protein_coding	2376	2320	2R
FBgn0259726	CG42380	CG42380-RB	protein_coding	2376	2320	2R
FBgn0259727	CG42381	CG42381-RA	protein_coding	2376	2259	2R
FBgn0259728	CG42382	CG42382-RA	protein_coding	943	885	2R
FBgn0259729	CG42383	CG42383-RA	protein_coding	1177	1177	2R
FBgn0259730	tal-1A	CG42384,tal-1A-RB	protein_coding	1540	1540	3R
FBgn0259731	tal-2A	tal-2A-RA,CG42385	protein_coding	1540	1540	3R
FBgn0259732	tal-3A	CG42386,tal-3A-RA	protein_coding	1540	1540	3R
FBgn0259733	tal-AA	CG42387,tal-AA-RA	protein_coding	1540	1540	3R
FBgn0259734	CG42388	CG42388-RF	protein_coding	24371	6329	X
FBgn0259735	CG42389	CG42389-RG	protein_coding	118203	10530	2L
FBgn0259736	CG42390	CG42390-RB	protein_coding	13307	5439	3R
FBgn0259737	CG42391	CG42391-RA	protein_coding	795	795	2R
FBgn0259738	CG42392	CG42392-RA	protein_coding	640	640	2R
FBgn0259739	CG42393	CG42393-RA	protein_coding	1482	1142	3L
FBgn0259740	CG42394	CG42394-RA	protein_coding	1964	634	3R
FBgn0259741	CG42395	CG42395-RA	protein_coding	1122	851	X
FBgn0259742	CG42360	CG42360-RA	protein_coding	3581	1936	2R
FBgn0259743	RhoGEF3	RhoGEF3-RI	protein_coding	14566	5830	3L
FBgn0259744	CG42377	CG42377-RA	protein_coding	12898	7667	3L
FBgn0259745	wech	wech-RC	protein_coding	10971	7991	2R
FBgn0259748	CG42397	CG42397-RA	protein_coding	706	651	3L
FBgn0259749	mmy	mmy-RB	protein_coding	5367	2195	2L
FBgn0259750	ab	ab-RB	protein_coding	50400	5377	2L
FBgn0259784	Det	Det-RA	protein_coding	787	649	3R
FBgn0259785	pzg	pzg-RA	protein_coding	4212	4093	3L
FBgn0259789	vfl	vfl-RB	protein_coding	17084	10605	X
FBgn0259791	bora	bora-RA	protein_coding	2060	2002	3L
FBgn0259794	sinah	sinah-RC	protein_coding	1450	1450	3L
FBgn0259795	loopin-1	loopin-1-RC	protein_coding	2144	2144	2R
FBgn0259816	Vmat		protein_coding	19863	7972	2R
FBgn0259817	SteXh:CG42398	SteXh:CG42398-RA	protein_coding	732	615	211000022279188
